Poll ID,Date,Respondents,Media Outlet,Pollster,Likud,UTJ,Shas,Blue & White,Yesh Atid,Hadash Ta'al,Yisrael Beiteinu,The Democrats,Religious Zionism,Ra'am,Balad,Otzma Yehudit,Bennett's Party,Yashar!,Bayit Yehudi–The Reservists,Joint Arab List
256,2024-12-26,500,ערוץ 14,דירקט פולס,32,8,10,13,9,5,13,13,4,5,0,8,,,,
257,2024-12-27,500,מעריב,מנחם לזר,23,7,10,20,16,6,15,11,0,4,0,8,,,,
258,2024-12-29,601,כאן חדשות,דודי חסיד,25,7,10,18,14,5,14,11,4,5,0,7,,,,
259,2025-01-02,508,ערוץ 14,שלמה פילברוצוריאלשרון,34,8,10,15,8,5,13,12,5,5,0,5,,,,
260,2025-01-03,500,מעריב,מנחם לזר,24,7,9,18,15,5,16,11,4,5,0,6,,,,
261,2025-01-09,498,ערוץ 14,שלמה פילברוצוריאלשרון,34,8,11,13,8,5,14,12,5,5,0,5,,,,
262,2025-01-10,501,מעריב,מנחם לזר,22,7,10,19,14,5,15,13,4,5,0,6,,,,
263,2025-01-16,531,i24 news,יצחק כ״ץ,27,8,10,18,11,6,16,11,0,4,0,9,,,,
264,2025-01-16,521,ערוץ 14,שלמה פילברוצוריאלשרון,29,8,10,12,7,5,15,15,6,5,0,8,,,,
265,2025-01-17,509,מעריב,מנחם לזר,23,7,10,17,14,5,15,13,4,5,0,7,,,,
266,2025-01-22,500,מכונת האמת,רפי סמית,26,7,9,16,12,5,16,11,5,5,0,8,,,,
267,2025-01-23,505,חדשות 12,מנו גבע,24,7,9,18,14,4,13,13,4,6,0,8,,,,
268,2025-01-23,500,ישראל היום,יצחק כ״ץ,28,7,10,18,14,5,12,12,0,6,0,8,,,,
269,2025-01-23,521,ערוץ 14,שלמה פילברוצוריאלשרון,31,8,11,10,6,5,15,17,6,6,0,5,,,,
270,2025-01-24,517,מעריב,מנחם לזר,21,7,10,18,13,5,16,12,4,5,0,9,,,,
271,2025-01-31,517,מעריב,מנחם לזר,21,7,9,19,14,5,15,13,4,5,0,8,,,,
289,2025-02-05,500,חדשות 13,יצחק כ״ץ,24,7,9,9,5,5,9,11,0,4,0,8,29,,,
290,2025-02-07,503,מעריב,מנחם לזר,22,7,9,11,10,4,9,9,0,6,0,9,24,,,
291,2025-02-14,500,מעריב,מנחם לזר,20,7,9,10,9,6,10,9,0,4,0,8,28,,,
292,2025-02-17,501,חדשות 12,מנו גבע,23,8,9,8,9,5,7,12,4,5,0,7,23,,,
293,2025-02-21,509,מעריב,מנחם לזר,21,7,9,9,10,5,10,9,4,4,0,8,24,,,
294,2025-02-23,500,i24 news,יצחק כ״ץ,24,8,10,8,7,4,7,11,5,4,0,7,25,,,
295,2025-02-28,511,מעריב,מנחם לזר,20,7,9,9,9,5,10,10,4,4,0,8,25,,,
296,2025-03-05,500,חדשות 12,מנו גבע,24,8,9,9,11,5,8,10,0,5,0,7,24,,,
297,2025-03-07,500,מעריב,מנחם לזר,20,7,10,9,10,5,10,9,4,5,0,8,23,,,
298,2025-03-14,500,מעריב,מנחם לזר,21,7,9,9,9,6,10,8,4,4,0,8,25,,,
299,2025-03-17,504,חדשות 12,מנו גבע,22,8,9,7,11,5,9,12,0,6,0,9,22,,,
300,2025-03-17,504,i24 news,יצחק כ״ץ,19,7,10,12,7,6,7,9,5,5,0,10,23,,,
301,2025-03-21,501,מעריב,מנחם לזר,19,7,9,9,8,6,9,10,5,4,0,9,25,,,
302,2025-03-28,1004,מעריב,מנחם לזר,19,7,9,10,9,5,9,12,0,4,0,9,27,,,
303,2025-04-02,600,כאן חדשות,דודי חסיד,20,7,10,8,9,5,9,10,0,6,0,9,27,,,
304,2025-04-04,500,מעריב,מנחם לזר,21,7,9,8,9,5,9,10,0,5,0,8,29,,,
305,2025-04-06,502,חדשות 12,מנו גבע,22,8,10,8,8,5,9,13,0,5,0,9,23,,,
306,2025-04-11,500,מעריב,מנחם לזר,18,7,9,8,8,5,11,10,0,5,0,10,29,,,
307,2025-04-18,508,מעריב,מנחם לזר,19,7,9,7,8,5,10,11,0,5,0,10,29,,,
308,2025-04-21,602,כאן חדשות,דודי חסיד,23,7,10,9,8,5,10,10,0,5,0,8,25,,,
309,2025-04-25,500,מעריב,מנחם לזר,20,7,9,7,9,5,10,12,0,5,0,10,26,,,
310,2025-05-02,510,מעריב,מנחם לזר,19,7,9,8,10,5,11,11,0,5,0,9,26,,,
311,2025-05-05,500,חדשות 13,יצחק כ״ץ,20,7,10,5,7,6,8,9,0,6,0,11,31,,,
312,2025-05-07,500,מכונת האמת,מנחם לזר,21,7,9,11,10,5,10,10,0,5,0,9,23,,,
313,2025-05-07,504,חדשות 12,מנו גבע,21,8,10,7,9,5,10,14,0,5,0,8,23,,,
314,2025-05-09,500,מעריב,מנחם לזר,21,7,9,9,10,5,10,11,0,5,0,9,24,,,
315,2025-05-16,500,מעריב,מנחם לזר,20,7,9,8,9,5,11,11,0,5,0,8,27,,,
316,2025-05-16,500,ישראל היום,יצחק כ״ץ,25,7,10,7,8,4,8,10,0,5,0,9,27,,,
317,2025-05-20,500,חדשות 13,יצחק כ״ץ,20,7,10,6,7,6,10,8,4,4,0,9,29,,,
318,2025-05-22,630,ערוץ 14,צוריאל שרון,32,8,10,6,5,5,10,14,5,5,0,7,13,,,
319,2025-05-23,500,מעריב,מנחם לזר,20,7,9,9,11,6,11,7,0,4,0,8,28,,,
320,2025-05-25,500,חדשות 12,מנו גבע,21,8,10,8,9,5,10,13,0,5,0,9,22,,,
321,2025-05-28,554,כאן חדשות,דודי חסיד,22,7,10,8,8,6,11,10,0,5,0,8,25,,,
322,2025-05-29,672,ערוץ 14,צוריאל שרון,34,8,10,6,5,5,8,14,5,6,0,6,13,,,
323,2025-05-30,500,מעריב,מנחם לזר,19,8,9,9,10,6,10,9,0,4,0,8,28,,,
324,2025-06-04,502,חדשות 12,מנו גבע,22,8,10,7,9,5,10,12,0,5,0,8,24,,,
325,2025-06-04,500,חדשות 13,יצחק כ״ץ,24,7,10,9,8,4,9,10,0,4,0,8,27,,,
326,2025-06-05,500,ערוץ 14,שלמה פילברוצוריאלשרון,32,8,10,6,5,5,9,14,5,5,0,7,14,,,
327,2025-06-06,506,מעריב,מנחם לזר,20,8,9,8,9,4,10,11,0,6,0,8,27,,,
328,2025-06-09,500,וואלה,מנחם לזר,22,7,9,10,9,5,10,9,0,5,0,8,26,,,
329,2025-06-11,500,חדשות 13,יצחק כ״ץ,24,7,10,7,8,6,8,9,0,5,0,9,27,,,
330,2025-06-12,603,ערוץ 14,שלמה פילברוצוריאלשרון,32,8,11,6,5,6,9,13,5,5,0,6,14,,,
331,2025-06-13,506,מעריב,מנחם לזר,20,8,9,8,9,4,10,11,0,6,0,8,27,,,
332,2025-06-14,613,ערוץ 14,שלמה פילברוצוריאלשרון,33,8,11,6,5,5,9,11,5,5,0,6,16,,,
333,2025-06-18,500,חדשות 13,יצחק כ״ץ,27,7,10,7,7,6,11,11,0,4,0,6,24,,,
334,2025-06-19,758,ערוץ 14,שלמה פילברוצוריאלשרון,33,8,11,6,5,5,8,12,5,5,0,6,16,,,
335,2025-06-20,500,מעריב,מנחם לזר,26,7,10,7,9,4,10,11,0,6,0,6,24,,,
343,2025-06-24,502,חדשות 12,מנו גבע,26,8,9,7,9,5,9,12,0,5,0,6,24,,,
344,2025-06-25,583,וואלה,מנחם לזר,26,7,9,8,8,5,10,12,0,5,0,6,24,,,
345,2025-06-25,558,כאן חדשות,דודי חסיד,28,7,9,7,8,5,10,9,0,6,0,7,24,,,
346,2025-06-26,458,ערוץ 14,שלמה פילבר,33,8,11,6,5,5,10,11,5,5,0,6,15,,,
347,2025-06-26,513,i24 news,צוריאל שרון,33,8,11,5,4,5,9,13,4,5,0,6,17,,,
348,2025-06-26,501,מעריב,מנחם לזר,25,7,9,8,8,5,9,11,0,6,0,7,25,,,
349,2025-07-01,502,חדשות 12,מנו גבע,26,8,9,6,9,5,10,12,0,5,0,6,24,,,
350,2025-07-01,500,חדשות 13,יצחק כ,25,7,10,4,8,5,12,10,4,5,0,7,23,,,
351,2025-07-03,658,ערוץ 14,שלמה פילבר,34,8,10,5,5,5,11,11,5,6,0,6,14,,,
352,2025-07-04,511,מעריב,מנחם לזר,27,8,9,6,9,5,9,11,0,5,0,7,24,,,
353,2025-07-11,511,מעריב,מנחם לזר,24,7,9,7,7,4,10,10,4,6,0,7,25,,,
354,2025-07-14,525,i24 news,צוריאל שרון,32,8,11,0,4,4,10,13,5,5,0,6,22,,,
355,2025-07-16,503,חדשות 12,מנו גבע,27,8,8,6,10,5,10,12,0,5,0,6,23,,,
357,2025-07-17,483,ערוץ 14,שלמה פילבר,34,8,10,0,6,5,9,13,5,6,0,6,18,,,
358,2025-07-18,506,מעריב,מנחם לזר,26,7,9,6,8,5,11,10,4,5,0,7,22,,,
359,2025-07-17,404,זמן ישראל,יוסי טאטיקה,30,7,8,4,7,5,10,9,4,5,0,5,26,,,
360,2025-07-23,500,חדשות 13,יצחק כ,25,7,10,0,13,6,10,10,4,4,0,6,25,,,
361,2025-07-24,568,ערוץ 14,שלמה פילבר,33,8,11,4,6,5,8,13,4,6,0,6,16,,,
362,2025-07-24,633,i24 news,צוריאל שרון,27,8,9,0,5,4,12,11,6,5,0,7,26,,,
363,2025-07-25,501,מעריב,מנחם לזר,25,7,10,5,9,5,12,11,0,5,0,7,24,,,
364,2025-07-31,568,ערוץ 14,שלמה פילבר,33,8,11,4,6,5,8,13,4,6,0,6,16,,,
365,2025-08-01,511,מעריב,מנחם לזר,25,8,9,4,8,4,12,12,0,6,0,7,25,,,
366,2025-08-03,568,חדשות 13,יצחק כ,26,8,9,4,15,5,8,8,0,6,0,9,22,,,
367,2025-08-07,441,ערוץ 14,שלמה פילבר,34,8,11,5,8,5,8,11,5,5,0,6,14,,,
368,2025-08-08,504,מעריב,מנחם לזר,23,7,9,4,7,5,8,10,4,5,0,6,21,11,,
369,2025-08-10,554,כאן חדשות,דודי חסיד,26,7,9,4,6,5,10,8,4,6,0,6,22,7,,
370,2025-08-14,639,ערוץ 14,שלמה פילבר,33,8,11,4,8,5,8,10,5,5,0,6,17,,,
371,2025-08-15,502,מעריב,מנחם לזר,23,7,9,5,6,5,9,10,4,5,0,7,21,9,,
372,2025-08-17,505,חדשות 12,מנו גבע,24,7,8,0,7,5,11,11,4,5,0,6,20,12,,
373,2025-08-20,542,i24 news,צוריאל שרון,28,8,10,0,4,4,9,13,6,5,0,9,19,,5,
374,2025-08-21,524,ערוץ 14,שלמה פילבר,34,8,11,4,8,5,8,10,4,5,0,7,16,,,
375,2025-08-22,509,מעריב,מנחם לזר,20,7,8,0,9,5,10,10,4,5,0,8,21,8,5,
376,2025-08-26,404,זמן ישראל,יוסי טאטיקה,27,7,9,4,8,4,11,11,0,6,0,7,26,,,
377,2025-08-28,509,חדשות 12,מנו גבע,24,7,8,0,7,5,10,11,4,5,0,7,20,12,,
381,2025-08-28,524,ערוץ 14,שלמה פילבר,34,8,11,5,8,5,9,9,5,5,0,6,15,,,
382,2025-08-29,500,מעריב,מנחם לזר,24,7,8,0,7,5,10,9,0,6,0,8,21,7,8,
384,2025-09-02,558,חדשות 13,יצחק כ,22,7,10,4,8,5,10,9,4,5,0,9,23,4,,
385,2025-09-03,513,i24 news,צוריאל שרון,30,8,10,0,4,5,11,10,5,5,0,6,20,,6,
386,2025-09-04,404,זמן ישראל,יוסי טאטיקה,26,7,9,4,7,4,10,11,0,6,0,7,23,,6,
387,2025-09-04,500,חדשות 12,מנו גבע,24,7,8,0,7,5,11,11,4,5,0,7,19,12,,
388,2025-09-04,497,ערוץ 14,שלמה פילבר,34,8,11,4,7,5,9,12,4,5,0,6,15,,,
389,2025-09-05,500,מעריב,מנחם לזר,25,7,9,4,8,5,10,10,0,5,0,7,24,6,,
390,2025-09-09,504,וואלה,מנחם לזר,26,7,10,0,8,5,11,10,0,5,0,7,23,8,,
391,2025-09-11,404,זמן ישראל,יוסי טאטיקה,24,7,9,4,6,5,11,9,0,6,0,7,20,7,5,
392,2025-09-11,500,חדשות 12,מנו גבע,24,8,9,0,8,5,10,11,0,5,0,7,18,9,6,
393,2025-09-11,497,ערוץ 14,שלמה פילבר,34,8,10,4,8,5,8,12,5,5,0,7,14,,,
394,2025-09-12,506,מעריב,מנחם לזר,24,7,8,0,7,5,9,12,0,5,0,7,22,9,5,
395,2025-09-17,556,כאן חדשות,דודי חסיד,25,8,9,4,8,5,9,10,,5,,8,21,8,,
396,2025-09-17,500,חדשות 13,יצחק כ״ץ,23,7,9,4,8,6,9,9,4,4,,9,23,5,,
397,2025-09-17,515,i24 news,צוריאל שרון,32,8,10,,5,5,10,11,5,5,,6,13,10,,
398,2025-09-17,404,זמן ישראל,יוסי טאטיקה,24,7,9,4,7,5,9,8,0,5,0,7,18,12,5,
399,2025-09-18,586,ערוץ 14,שלמה פילבר,33,8,11,4,4,5,8,11,4,5,0,7,15,5,,
400,2025-09-18,505,חדשות 12,מנו גבע,24,7,9,0,9,5,11,10,4,5,0,5,21,10,,
401,2025-09-19,500,ישראל היום,דודי חסיד,25,8,9,4,8,5,9,10,0,5,0,8,20,9,,
402,2025-09-19,506,מעריב,מנחם לזר,25,8,8,4,7,5,10,11,0,5,0,8,20,9,,
403,2025-09-25,501,חדשות 12,מנו גבע,24,7,9,0,8,5,11,11,4,5,0,5,19,8,4,
404,2025-09-26,502,מעריב,מנחם לזר,26,7,8,0,8,5,9,12,0,5,0,7,20,9,4,
405,2025-09-28,493,ערוץ 14,שלמה פילבר,34,8,11,,4,5,8,13,4,5,,6,16,6,,
406,2025-09-30,503,וואלה,מנחם לזר,24,7,8,0,7,5,11,9,0,5,0,9,23,7,5,
407,2025-09-30,515,i24 news,צוריאל שרון,32,8,10,0,5,5,10,11,5,5,0,6,13,10,,
408,2025-09-30,500,חדשות 13,יצחק כ״ץ,23,7,9,4,6,6,7,10,4,5,0,9,25,5,0,
409,2025-09-30,500,מעריב,מנחם לזר,25,7,8,0,7,5,10,10,0,5,0,9,22,7,5,
410,2025-10-09,500,חדשות 13,יצחק כ״ץ,27,7,9,4,6,6,6,10,4,5,0,9,23,4,0,
411,2025-10-09,510,ערוץ 14,שלמה פילבר,34,8,11,0,0,5,13,11,5,5,0,6,16,6,,
412,2025-10-10,500,מעריב,מנחם לזר,27,7,8,0,10,5,10,10,0,5,0,6,19,8,5,
413,2025-10-15,486,ערוץ 14,שלמה פילבר,35,8,11,0,4,5,11,10,5,6,0,7,13,5,,
414,2025-10-16,404,זמן ישראל,יוסי טאטיקה,34,7,9,4,7,4,10,7,4,4,0,5,20,5,0,
415,2025-10-16,504,חדשות 12,מנו גבע,27,7,9,0,9,5,9,11,0,5,0,8,22,8,0,
416,2025-10-17,502,מעריב,מנחם לזר,26,7,8,0,7,5,9,11,4,5,0,7,20,6,5,
417,2025-10-19,519,i24 news,צוריאל שרון,34,8,10,0,4,5,9,10,5,6,0,6,17,6,0,
418,2025-10-23,601,ישראל היום,דודי חסיד,28,7,9,0,9,5,10,11,0,5,0,7,21,8,0,
419,2025-10-23,501,חדשות 12,מנו גבע,27,7,9,0,9,5,9,13,0,5,0,8,21,7,0,
420,2025-10-23,486,ערוץ 14,שלמה פילבר,36,8,11,0,5,5,9,12,4,5,0,7,11,7,,
421,2025-10-23,404,זמן ישראל,יוסי טאטיקה,31,7,10,4,7,5,10,9,4,5,0,5,18,5,0,
422,2025-10-24,500,מעריב,מנחם לזר,26,7,9,0,9,6,10,12,0,5,0,8,19,9,0,
423,2025-10-26,550,כאן חדשות,דודי חסיד,27,7,10,0,10,5,9,11,0,5,0,7,21,8,0,
424,2025-10-29,500,חדשות 13,יצחק כ״ץ,27,7,10,0,10,4,9,8,4,5,0,9,23,4,0,
425,2025-10-30,500,זמן ישראל,יוסי טאטיקה,30,8,10,4,10,4,10,9,0,5,0,6,20,4,0,
426,2025-10-30,504,חדשות 12,מנו גבע,26,7,9,0,10,5,9,11,0,5,0,9,21,8,0,
427,2025-10-30,781,ערוץ 14,שלמה פילבר,35,8,11,0,6,5,9,10,5,5,0,7,12,7,,
428,2025-10-31,501,מעריב,מנחם לזר,25,7,9,0,9,6,10,12,0,5,0,7,21,9,0,
429,2025-11-06,505,זמן ישראל,יוסי טאטיקה,29,8,10,4,9,4,10,9,0,5,0,6,21,5,0,
430,2025-11-06,504,חדשות 12,מנו גבע,26,7,9,0,10,5,9,11,0,5,0,9,21,8,0,
431,2025-11-06,496,ערוץ 14,שלמה פילבר,35,8,11,0,5,5,10,10,5,6,0,6,12,7,,
432,2025-11-07,500,מעריב,מנחם לזר,26,7,9,0,10,5,9,11,0,5,0,7,22,9,0,
433,2025-11-13,605,ישראל היום,דודי חסיד,27,7,10,0,10,5,9,12,0,4,0,8,22,6,0,
434,2025-11-13,500,זמן ישראל,יוסי טאטיקה,29,8,9,4,10,5,10,10,0,5,0,6,19,5,0,
435,2025-11-13,501,חדשות 12,מנו גבע,27,7,9,0,9,5,9,10,0,5,0,9,22,8,0,
436,2025-11-13,602,ערוץ 14,שלמה פילבר,35,9,11,0,4,5,9,11,4,6,0,7,12,7,,
437,2025-11-14,500,מעריב,מנחם לזר,24,8,8,0,9,5,9,11,0,5,0,8,24,9,0,
438,2025-11-20,500,זמן ישראל,יוסי טאטיקה,28,8,10,4,11,5,10,9,0,5,0,6,19,5,0,
439,2025-11-20,588,ערוץ 14,שלמה פילבר,34,9,11,0,5,5,10,11,4,6,0,6,12,7,,
440,2025-11-20,501,חדשות 12,מנו גבע,27,8,9,0,9,5,9,10,0,5,0,8,22,8,0,
441,2025-11-21,504,מעריב,מנחם לזר,25,7,8,0,9,5,9,11,0,5,0,9,23,9,0,
